userPrincipalName,displayName,department,jobTitle,jobFamily,city,country,costCenter,manager,businessUnit,companyName
georgianabletchley@example.com,"Bletchley, Georgiana P",Clinical Operations,RN Care Manager,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
yorickfotheringham2@example.com,"Fotheringham, Yorick N",Member Services,Quality Analyst,Member & Customer Support,Hyderabad,IN,CC-MBRS-3434,member.mgr01@example.com,Health Services,Contoso Ltd
raffertynorthcote@example.com,"Northcote, Rafferty P",Data & Analytics,Data Scientist,Data & Analytics,Bengaluru,IN,CC-DATA-2363,data.mgr01@example.com,Technology,Contoso Ltd
ottolinemerriweather@example.com,"Merriweather, Ottoline J",Engineering,Eng Manager,Management & Leadership,Dublin,IE,CC-ENGR-9674,engineering.mgr02@example.com,Technology,Contoso Ltd
thibaultduckworth@example.com,"Duckworth, Thibault C",Pharmacy Benefits,PBM Analyst,Clinical & Care,Dublin,IE,CC-RXBM-7762,pharmacy.mgr02@example.com,Health Services,Contoso Ltd
veritywexford@example.com,"Wexford, Verity A",Engineering,Software Engineer,Engineering & IT,"Minnetonka, MN",US,CC-ENGR-9639,engineering.mgr02@example.com,Technology,Contoso Ltd
veritymarchetti@example.com,"Marchetti, Verity F",Member Services,Escalations Lead,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr01@example.com,Health Services,Contoso Ltd
bartholomewjankowski@example.com,"Jankowski, Bartholomew B",Data & Analytics,Data Analyst,Data & Analytics,Hyderabad,IN,CC-DATA-2363,data.mgr01@example.com,Technology,Contoso Ltd
torstenabernathy@example.com,"Abernathy, Torsten H",Claims Processing,Recovery Specialist,Claims & Operations,"Phoenix, AZ",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
everardwollstonecraft@example.com,"Wollstonecraft, Everard D",Pharmacy Benefits,Formulary Specialist,Clinical & Care,"Minnetonka, MN",US,CC-RXBM-7797,pharmacy.mgr03@example.com,Health Services,Contoso Ltd
marlowerosewarne@example.com,"Rosewarne, Marlowe A",Network Management,Provider Relations,Member & Customer Support,"Nashville, TN",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
balthazarjessamine@example.com,"Jessamine, Balthazar L",Member Services,Quality Analyst,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
isoldecrenshaw@example.com,"Crenshaw, Isolde R",Finance,Accountant,Finance & Actuarial,Hyderabad,IN,CC-FINX-9690,finance.mgr03@example.com,Corporate Functions,Contoso Ltd
millicentunderhill@example.com,"Underhill, Millicent A",Actuarial & Underwriting,Underwriter,Finance & Actuarial,"Phoenix, AZ",US,CC-ACTR-9631,actuarial.mgr03@example.com,Insurance Operations,Contoso Ltd
georgianahollingsworth@example.com,"Hollingsworth, Georgiana H",Clinical Operations,RN Care Manager,Clinical & Care,Dublin,IE,CC-CLIN-6316,clinical.mgr02@example.com,Health Services,Contoso Ltd
everardmerriweather@example.com,"Merriweather, Everard P",Member Services,Escalations Lead,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr03@example.com,Health Services,Contoso Ltd
dashiellquartermaine@example.com,"Quartermaine, Dashiell R",Engineering,SRE,Engineering & IT,Bengaluru,IN,CC-ENGR-3318,engineering.mgr02@example.com,Technology,Contoso Ltd
bramwellgrimsby@example.com,"Grimsby, Bramwell S",Claims Processing,Claims Auditor,Claims & Operations,"Hartford, CT",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
octavianstroganov2@example.com,"Stroganov, Octavian F",Engineering,Platform Engineer,Engineering & IT,"Hartford, CT",US,CC-ENGR-9639,engineering.mgr01@example.com,Technology,Contoso Ltd
thibaultinglethorpe@example.com,"Inglethorpe, Thibault S",Claims Processing,Claims Examiner,Claims & Operations,"Hartford, CT",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
ignatiusulverston@example.com,"Ulverston, Ignatius J",Clinical Operations,RN Care Manager,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
silvanusinglethorpe@example.com,"Inglethorpe, Silvanus A",Network Management,Provider Relations,Member & Customer Support,"Atlanta, GA",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
raffertyedgecombe@example.com,"Edgecombe, Rafferty R",Network Management,Contract Negotiator,Sales & Accounts,"Hartford, CT",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
raffertyhawthorne@example.com,"Hawthorne, Rafferty K",Claims Processing,Claims Auditor,Claims & Operations,Manila,PH,CC-CLMS-9685,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
rosamundvandersloot@example.com,"Vandersloot, Rosamund D",Clinical Operations,RN Care Manager,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
wendelineockendon@example.com,"Ockendon, Wendeline P",Claims Processing,Claims Examiner,Claims & Operations,"Atlanta, GA",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
clementinejankowski@example.com,"Jankowski, Clementine P",Engineering,Software Engineer,Engineering & IT,Hyderabad,IN,CC-ENGR-3318,engineering.mgr01@example.com,Technology,Contoso Ltd
ferdinandwetherby@example.com,"Wetherby, Ferdinand W",Engineering,Software Engineer,Engineering & IT,"Hartford, CT",US,CC-ENGR-9639,engineering.mgr01@example.com,Technology,Contoso Ltd
antigoneashworth@example.com,"Ashworth, Antigone D",Clinical Operations,RN Care Manager,Clinical & Care,Dublin,IE,CC-CLIN-6316,clinical.mgr03@example.com,Health Services,Contoso Ltd
ambroseeverhart@example.com,"Everhart, Ambrose S",Sales (Employer Group),Account Executive,Sales & Accounts,"Atlanta, GA",US,CC-SLES-1836,sales.mgr02@example.com,Corporate Functions,Contoso Ltd
lachlanfotheringham@example.com,"Fotheringham, Lachlan W",Network Management,Contract Negotiator,Sales & Accounts,"Atlanta, GA",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
wendelinevoskuijlen@example.com,"Voskuijlen, Wendeline N",Finance,Financial Analyst,Finance & Actuarial,"Phoenix, AZ",US,CC-FINX-3369,finance.mgr01@example.com,Corporate Functions,Contoso Ltd
raffertydarlington2@example.com,"Darlington, Rafferty J",Clinical Operations,Care Coordinator,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
luciusjorgensen@example.com,"Jorgensen, Lucius C",Human Resources,HRBP,Corporate (HR/Legal/Mktg),"Hartford, CT",US,CC-HRXX-9770,human.mgr02@example.com,Corporate Functions,Contoso Ltd
wendelineblackwood@example.com,"Blackwood, Wendeline R",Member Services,CSR,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr03@example.com,Health Services,Contoso Ltd
genevieveoxenford@example.com,"Oxenford, Genevieve N",Government Programs,Policy Analyst,Claims & Operations,"Nashville, TN",US,CC-GOVT-6906,government.mgr03@example.com,Insurance Operations,Contoso Ltd
henriettabraithwaite@example.com,"Braithwaite, Henrietta J",Claims Processing,Claims Examiner,Claims & Operations,"Atlanta, GA",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
solveigulverston@example.com,"Ulverston, Solveig G",Finance,FP&A Manager,Finance & Actuarial,"Hartford, CT",US,CC-FINX-3369,finance.mgr02@example.com,Corporate Functions,Contoso Ltd
zephyrinedarlington@example.com,"Darlington, Zephyrine T",Clinical Operations,Care Coordinator,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
yorickfotheringham@example.com,"Fotheringham, Yorick H",Member Services,Escalations Lead,Member & Customer Support,"Phoenix, AZ",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
bartholomewkirkpatrick@example.com,"Kirkpatrick, Bartholomew F",Human Resources,Recruiter,Corporate (HR/Legal/Mktg),"Minnetonka, MN",US,CC-HRXX-9770,human.mgr02@example.com,Corporate Functions,Contoso Ltd
nikolaiyardley@example.com,"Yardley, Nikolai P",Legal & Compliance,Counsel,Corporate (HR/Legal/Mktg),"Nashville, TN",US,CC-LEGL-2668,legal.mgr03@example.com,Corporate Functions,Contoso Ltd
fitzgeraldkettering@example.com,"Kettering, Fitzgerald D",Actuarial & Underwriting,Actuary,Finance & Actuarial,"Atlanta, GA",US,CC-ACTR-9631,actuarial.mgr01@example.com,Insurance Operations,Contoso Ltd
cosimaziegler2@example.com,"Ziegler, Cosima B",Finance,FP&A Manager,Finance & Actuarial,"Phoenix, AZ",US,CC-FINX-3369,finance.mgr03@example.com,Corporate Functions,Contoso Ltd
xantheulverston@example.com,"Ulverston, Xanthe G",IT Service Desk,Tier 1 Tech,Engineering & IT,Manila,PH,CC-ITSD-8003,it.mgr03@example.com,Technology,Contoso Ltd
ottiliejankowski@example.com,"Jankowski, Ottilie J",Sales (Employer Group),Account Executive,Sales & Accounts,"Nashville, TN",US,CC-SLES-1836,sales.mgr02@example.com,Corporate Functions,Contoso Ltd
millicentwexford@example.com,"Wexford, Millicent C",IT Service Desk,Desktop Admin,Engineering & IT,"Minnetonka, MN",US,CC-ITSD-5368,it.mgr02@example.com,Technology,Contoso Ltd
wendelinenightingale2@example.com,"Nightingale, Wendeline M",Marketing,Marketing Manager,Corporate (HR/Legal/Mktg),"Hartford, CT",US,CC-MKTG-7836,marketing.mgr01@example.com,Corporate Functions,Contoso Ltd
xantheabernathy@example.com,"Abernathy, Xanthe G",Member Services,Quality Analyst,Member & Customer Support,"Minnetonka, MN",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
cosimaivorson@example.com,"Ivorson, Cosima J",Claims Processing,Claims Examiner,Claims & Operations,"Phoenix, AZ",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
philippabletchley@example.com,"Bletchley, Philippa L",Marketing,Brand Lead,Corporate (HR/Legal/Mktg),"Phoenix, AZ",US,CC-MKTG-7836,marketing.mgr02@example.com,Corporate Functions,Contoso Ltd
cosimaillingworth@example.com,"Illingworth, Cosima G",Member Services,Quality Analyst,Member & Customer Support,"Phoenix, AZ",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
delphineashworth@example.com,"Ashworth, Delphine P",Claims Processing,Claims Auditor,Claims & Operations,"Hartford, CT",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
quillanivorson@example.com,"Ivorson, Quillan P",Member Services,Escalations Lead,Member & Customer Support,Bengaluru,IN,CC-MBRS-3434,member.mgr01@example.com,Health Services,Contoso Ltd
percivalhollingsworth@example.com,"Hollingsworth, Percival G",Engineering,Eng Manager,Management & Leadership,"Minnetonka, MN",US,CC-ENGR-9639,engineering.mgr03@example.com,Technology,Contoso Ltd
leopoldbletchley@example.com,"Bletchley, Leopold B",Engineering,Software Engineer,Engineering & IT,"Nashville, TN",US,CC-ENGR-9639,engineering.mgr01@example.com,Technology,Contoso Ltd
wilhelmillingworth@example.com,"Illingworth, Wilhelm T",IT Service Desk,Desktop Admin,Engineering & IT,Manila,PH,CC-ITSD-8003,it.mgr01@example.com,Technology,Contoso Ltd
georgianaillingworth@example.com,"Illingworth, Georgiana E",Sales (Employer Group),Renewal Manager,Sales & Accounts,"Nashville, TN",US,CC-SLES-1836,sales.mgr03@example.com,Corporate Functions,Contoso Ltd
luciusrosewarne@example.com,"Rosewarne, Lucius B",Claims Processing,Claims Auditor,Claims & Operations,"Nashville, TN",US,CC-CLMS-8440,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
montgomerytremaine@example.com,"Tremaine, Montgomery J",Engineering,SRE,Engineering & IT,"Hartford, CT",US,CC-ENGR-9639,engineering.mgr01@example.com,Technology,Contoso Ltd
horatiofairbanks@example.com,"Fairbanks, Horatio T",Engineering,Software Engineer,Engineering & IT,"Minnetonka, MN",US,CC-ENGR-9639,engineering.mgr01@example.com,Technology,Contoso Ltd
endellionwetherby@example.com,"Wetherby, Endellion B",Pharmacy Benefits,PBM Analyst,Clinical & Care,"Minnetonka, MN",US,CC-RXBM-7797,pharmacy.mgr03@example.com,Health Services,Contoso Ltd
wilhelmockendon@example.com,"Ockendon, Wilhelm M",Claims Processing,Claims Auditor,Claims & Operations,"Nashville, TN",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
ulyssabraithwaite@example.com,"Braithwaite, Ulyssa M",Engineering,Eng Manager,Management & Leadership,Hyderabad,IN,CC-ENGR-3318,engineering.mgr01@example.com,Technology,Contoso Ltd
ulyssalocksley@example.com,"Locksley, Ulyssa M",Member Services,Escalations Lead,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
bexleyhollingsworth@example.com,"Hollingsworth, Bexley K",Engineering,SRE,Engineering & IT,Bengaluru,IN,CC-ENGR-3318,engineering.mgr01@example.com,Technology,Contoso Ltd
silvanusprendergast@example.com,"Prendergast, Silvanus T",Government Programs,Medicare Analyst,Claims & Operations,"Minnetonka, MN",US,CC-GOVT-6906,government.mgr01@example.com,Insurance Operations,Contoso Ltd
fennimorefairbanks@example.com,"Fairbanks, Fennimore M",IT Service Desk,Desktop Admin,Engineering & IT,Bengaluru,IN,CC-ITSD-8744,it.mgr01@example.com,Technology,Contoso Ltd
theodoraziegler@example.com,"Ziegler, Theodora T",Actuarial & Underwriting,Underwriter,Finance & Actuarial,"Minnetonka, MN",US,CC-ACTR-9631,actuarial.mgr02@example.com,Insurance Operations,Contoso Ltd
lysandertrelawney@example.com,"Trelawney, Lysander B",Network Management,Provider Relations,Member & Customer Support,"Atlanta, GA",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
ottiliecarmichael3@example.com,"Carmichael, Ottilie D",Member Services,Escalations Lead,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr01@example.com,Health Services,Contoso Ltd
henriettavandersloot@example.com,"Vandersloot, Henrietta N",Claims Processing,Recovery Specialist,Claims & Operations,"Minnetonka, MN",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
percivallocksley@example.com,"Locksley, Percival N",Engineering,Software Engineer,Engineering & IT,"Minnetonka, MN",US,CC-ENGR-9639,engineering.mgr01@example.com,Technology,Contoso Ltd
beatrixyardley@example.com,"Yardley, Beatrix J",Member Services,Escalations Lead,Member & Customer Support,"Minnetonka, MN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
marisoleulverston2@example.com,"Ulverston, Marisole R",Engineering,SRE,Engineering & IT,Hyderabad,IN,CC-ENGR-3318,engineering.mgr01@example.com,Technology,Contoso Ltd
ottiliemarchetti@example.com,"Marchetti, Ottilie J",Member Services,CSR,Member & Customer Support,Bengaluru,IN,CC-MBRS-3434,member.mgr02@example.com,Health Services,Contoso Ltd
montgomeryrutherford@example.com,"Rutherford, Montgomery R",Data & Analytics,ML Engineer,Data & Analytics,"Atlanta, GA",US,CC-DATA-9141,data.mgr02@example.com,Technology,Contoso Ltd
georgianauxbridge@example.com,"Uxbridge, Georgiana H",Sales (Employer Group),Renewal Manager,Sales & Accounts,"Phoenix, AZ",US,CC-SLES-1836,sales.mgr03@example.com,Corporate Functions,Contoso Ltd
ambrosenethercott@example.com,"Nethercott, Ambrose C",Member Services,CSR,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
wilhelmgrimsby@example.com,"Grimsby, Wilhelm A",Data & Analytics,Data Scientist,Data & Analytics,Dublin,IE,CC-DATA-8847,data.mgr01@example.com,Technology,Contoso Ltd
margueritelindqvist2@example.com,"Lindqvist, Marguerite H",Engineering,SRE,Engineering & IT,"Nashville, TN",US,CC-ENGR-9639,engineering.mgr01@example.com,Technology,Contoso Ltd
margueriteyelverton@example.com,"Yelverton, Marguerite M",Claims Processing,Claims Examiner,Claims & Operations,Hyderabad,IN,CC-CLMS-5672,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
henriettadunmore@example.com,"Dunmore, Henrietta S",IT Service Desk,Desktop Admin,Engineering & IT,Manila,PH,CC-ITSD-8003,it.mgr03@example.com,Technology,Contoso Ltd
nikolaiedgecombe@example.com,"Edgecombe, Nikolai T",Claims Processing,Recovery Specialist,Claims & Operations,"Atlanta, GA",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
dashiellockendon@example.com,"Ockendon, Dashiell R",Engineering,Eng Manager,Management & Leadership,"Phoenix, AZ",US,CC-ENGR-9639,engineering.mgr02@example.com,Technology,Contoso Ltd
everardtremaine@example.com,"Tremaine, Everard L",Member Services,Quality Analyst,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
isoldedarlington@example.com,"Darlington, Isolde W",Member Services,Quality Analyst,Member & Customer Support,"Minnetonka, MN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
leopoldkensington@example.com,"Kensington, Leopold N",Finance,FP&A Manager,Finance & Actuarial,"Minnetonka, MN",US,CC-FINX-3369,finance.mgr03@example.com,Corporate Functions,Contoso Ltd
georgiananorthcote@example.com,"Northcote, Georgiana H",Pharmacy Benefits,Formulary Specialist,Clinical & Care,"Phoenix, AZ",US,CC-RXBM-7797,pharmacy.mgr01@example.com,Health Services,Contoso Ltd
antigonezabrowski@example.com,"Zabrowski, Antigone F",Member Services,Escalations Lead,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr03@example.com,Health Services,Contoso Ltd
fennimoreellsworth@example.com,"Ellsworth, Fennimore T",Engineering,Software Engineer,Engineering & IT,Hyderabad,IN,CC-ENGR-3318,engineering.mgr01@example.com,Technology,Contoso Ltd
barnabykettering@example.com,"Kettering, Barnaby L",Engineering,Eng Manager,Management & Leadership,Dublin,IE,CC-ENGR-9674,engineering.mgr01@example.com,Technology,Contoso Ltd
genevieveoxenford2@example.com,"Oxenford, Genevieve S",Engineering,SRE,Engineering & IT,"Phoenix, AZ",US,CC-ENGR-9639,engineering.mgr02@example.com,Technology,Contoso Ltd
fitzgeraldquartermaine@example.com,"Quartermaine, Fitzgerald K",Product Management,Sr PM,Product & Program,"Phoenix, AZ",US,CC-PROD-5415,product.mgr01@example.com,Technology,Contoso Ltd
zephyrineharrington@example.com,"Harrington, Zephyrine W",Actuarial & Underwriting,Underwriter,Finance & Actuarial,"Minnetonka, MN",US,CC-ACTR-9631,actuarial.mgr02@example.com,Insurance Operations,Contoso Ltd
georgianaoxenford@example.com,"Oxenford, Georgiana R",Finance,Accountant,Finance & Actuarial,"Minnetonka, MN",US,CC-FINX-3369,finance.mgr03@example.com,Corporate Functions,Contoso Ltd
balthazarvandersloot2@example.com,"Vandersloot, Balthazar P",Member Services,CSR,Member & Customer Support,"Phoenix, AZ",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
rosamundinglethorpe@example.com,"Inglethorpe, Rosamund S",Claims Processing,Claims Auditor,Claims & Operations,"Minnetonka, MN",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
